City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Ust-Uda,RU,54.1742,103.0304,46.8,85,22,2.55,few clouds
466,Savinskiy,RU,62.9342,40.1361,54.64,80,100,4.63,overcast clouds
467,Torbat-E Jam,IR,35.244,60.6225,82.42,23,0,15.7,clear sky
468,Alamosa,US,37.4695,-105.87,78.78,31,20,6.91,few clouds
469,Coquimbo,CL,-29.9533,-71.3436,60.53,67,20,10.36,few clouds
470,Codrington,AU,-38.2667,141.9667,38.07,90,8,7.78,clear sky
471,Agadez,NE,19.75,10.25,100.87,12,100,6.35,overcast clouds
472,Salalah,OM,17.0151,54.0924,77.09,100,100,5.75,light intensity drizzle
473,Ostrovnoy,RU,68.0531,39.5131,51.62,73,100,24.14,overcast clouds
474,Asfi,MA,32.2994,-9.2372,71.85,78,0,17.09,clear sky
475,Diego De Almagro,CL,-26.3667,-70.05,70.57,11,1,8.59,clear sky
476,Gushikawa,JP,26.3544,127.8686,81.63,91,0,0.0,clear sky
477,Svetlaya,RU,46.5389,138.3297,67.14,100,100,11.77,overcast clouds
478,Mizan Teferi,ET,6.9833,35.5833,61.02,96,100,2.08,overcast clouds
479,Sao Felix Do Xingu,BR,-6.6447,-51.995,96.19,30,88,1.77,overcast clouds
480,Vaitape,PF,-16.5167,-151.75,76.75,71,85,25.41,overcast clouds
481,Malatya,TR,38.5,38.0,86.05,22,0,11.5,clear sky
482,Finnsnes,NO,69.2296,17.9811,52.41,89,100,3.74,overcast clouds
483,Kulunda,RU,52.566,78.9385,63.81,71,17,8.46,few clouds
484,Nemuro,JP,43.3236,145.575,64.6,98,100,13.53,overcast clouds
485,Taltal,CL,-25.4,-70.4833,64.83,56,95,4.97,overcast clouds
486,Vardo,NO,70.3705,31.1107,49.98,81,0,20.71,clear sky
487,Narsaq,GL,60.9167,-46.05,53.82,65,3,1.88,clear sky
488,Dalvik,IS,65.9702,-18.5286,57.13,96,100,0.85,overcast clouds
489,Pachino,IT,36.7186,15.0907,82.83,60,44,7.0,scattered clouds
490,Iqaluit,CA,63.7506,-68.5145,49.73,76,75,9.22,broken clouds
491,Isangel,VU,-19.55,169.2667,74.88,83,7,2.73,clear sky
492,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,81,8,16.53,clear sky
493,Niteroi,BR,-22.8833,-43.1036,74.86,67,100,13.8,overcast clouds
494,Faya,SA,18.3851,42.4509,66.31,79,100,7.94,overcast clouds
495,Saint-Augustin,CA,51.226,-58.6502,73.06,76,100,23.78,overcast clouds
496,Amursk,RU,50.2261,136.8994,66.04,99,100,3.83,heavy intensity rain
497,Atar,MR,20.5169,-13.0499,108.32,12,13,11.68,few clouds
498,Purpe,RU,64.4803,76.6897,59.2,76,100,10.51,overcast clouds
499,Najran,SA,17.4924,44.1277,86.65,31,13,5.41,few clouds
500,Nyurba,RU,63.2842,118.3319,46.76,96,89,4.18,overcast clouds
501,Saint-Pierre,RE,-21.3393,55.4781,68.92,76,75,5.75,broken clouds
502,Maua,BR,-23.6678,-46.4614,69.37,79,100,3.74,overcast clouds
503,Naples,IT,40.8333,14.25,85.84,70,99,1.99,overcast clouds
504,Makakilo City,US,21.3469,-158.0858,82.15,66,40,14.97,scattered clouds
505,Hay River,CA,60.8156,-115.7999,60.78,72,100,8.05,overcast clouds
506,Halifax,CA,44.6453,-63.5724,88.7,73,98,5.99,overcast clouds
507,Dakar,SN,14.6937,-17.4441,86.88,78,99,9.01,overcast clouds
508,Chirongui,YT,-12.9319,45.1483,71.53,68,7,4.92,clear sky
509,Kenai,US,60.5544,-151.2583,59.09,66,0,16.11,clear sky
510,Atlantis,ZA,-33.5667,18.4834,56.34,83,12,4.81,few clouds
511,Palana,RU,59.1167,159.9667,50.52,68,57,7.94,broken clouds
512,Teya,RU,60.3778,92.6267,52.7,94,24,1.52,few clouds
513,Skjervoy,NO,70.0311,20.9714,51.8,80,100,14.34,overcast clouds
514,Contramaestre,CU,20.2978,-76.2414,94.1,45,33,11.92,scattered clouds
515,Goderich,CA,43.7501,-81.7165,80.91,93,100,7.83,overcast clouds
516,Muros,ES,42.7762,-9.0603,83.16,86,59,4.14,broken clouds
517,Arona,ES,28.0996,-16.681,72.7,65,0,18.41,clear sky
518,Nioro,GM,13.35,-15.75,80.96,83,96,9.13,moderate rain
519,Buluang,PH,13.3068,123.3425,76.05,92,100,4.92,overcast clouds
520,Pau Brasil,BR,-15.4642,-39.6511,74.37,83,52,4.63,broken clouds
521,Manaure,CO,11.7751,-72.4445,90.68,51,46,15.88,scattered clouds
522,Seoul,KR,37.5683,126.9778,81.84,95,100,8.05,overcast clouds
523,Laohekou,CN,32.3858,111.6678,83.68,74,100,1.88,overcast clouds
524,Chumikan,RU,54.7183,135.315,52.61,96,100,20.02,light rain
525,Izumo,JP,35.3667,132.7667,78.75,91,100,5.53,overcast clouds
526,Grand Gaube,MU,-20.0064,57.6608,68.4,77,33,1.99,scattered clouds
527,Atambua,ID,-9.1061,124.8925,69.66,87,10,4.05,clear sky
528,Vao,NC,-22.6667,167.4833,72.77,83,0,12.26,clear sky
529,Challapata,BO,-18.9,-66.7667,48.38,13,100,8.75,overcast clouds
530,Juegang,CN,32.3174,121.1855,84.9,82,79,10.07,broken clouds
531,Guiglo,CI,6.5456,-7.4966,72.12,84,5,3.78,clear sky
532,Santa Maria,BR,-29.6842,-53.8069,56.62,89,100,5.57,overcast clouds
533,Pucallpa,PE,-8.3791,-74.5539,87.84,62,75,4.61,broken clouds
534,Hovd,MN,48.0056,91.6419,63.57,33,0,0.72,clear sky
535,Sinjar,IQ,36.3209,41.8754,91.11,26,0,12.86,clear sky
536,Alizai,PK,33.5383,70.3462,85.69,56,45,1.66,scattered clouds
537,Sibi,PK,29.5448,67.8764,98.78,38,100,4.36,overcast clouds
538,Pyapon,MM,16.2833,95.6833,75.79,95,100,9.08,light rain
539,Johnstown,US,40.3267,-78.922,90.45,67,40,11.5,scattered clouds
540,Jinchang,CN,38.4953,102.1739,75.02,37,92,3.15,overcast clouds
541,Nishihara,JP,26.1842,127.7558,81.68,83,0,6.91,clear sky
542,Meulaboh,ID,4.1363,96.1285,76.3,88,82,3.18,broken clouds
543,Sioux Lookout,CA,50.1001,-91.917,66.27,48,75,5.75,broken clouds
544,Kiruna,SE,67.8557,20.2251,49.12,76,20,4.61,few clouds
545,Coahuayana,MX,18.7333,-103.6833,89.55,56,73,6.6,broken clouds
546,Ust-Kuyga,RU,70.0167,135.6,55.04,79,100,5.97,overcast clouds
547,Oktyabrskoye,RU,43.0645,44.7417,64.54,100,100,4.47,light rain
548,Axim,GH,4.8699,-2.2405,74.64,76,52,8.63,broken clouds
549,Mwingi,KE,-0.9344,38.0601,66.96,61,95,9.08,overcast clouds
550,Kyshtovka,RU,56.555,76.6271,55.65,87,9,7.2,clear sky
551,Hastings,GB,50.8552,0.5729,71.8,55,4,3.38,clear sky
552,Ocos,GT,14.5094,-92.1933,86.18,70,97,13.42,overcast clouds
553,Quelimane,MZ,-17.8786,36.8883,69.75,83,0,3.44,clear sky
554,San Carlos De Bariloche,AR,-41.1456,-71.3082,38.25,87,100,5.75,overcast clouds
555,Tucurui,BR,-3.7661,-49.6725,92.52,40,62,4.56,broken clouds
556,Kasongo-Lunda,CD,-6.4667,16.8167,79.18,27,11,1.79,few clouds
557,Tombouctou,ML,20.0,-3.0,106.77,10,0,6.33,clear sky
558,Jeremie,HT,18.65,-74.1167,86.27,69,43,8.39,scattered clouds
559,Douglas,US,41.3,-96.167,99.61,44,0,9.22,clear sky
560,Luanda,AO,-8.8368,13.2343,68.0,88,0,5.75,clear sky
561,Iberia,US,29.9502,-91.7507,95.99,52,75,8.05,broken clouds
562,College,US,64.8569,-147.8028,55.2,81,75,9.22,broken clouds
563,Zalantun,CN,48.0,122.7167,55.08,57,0,6.35,clear sky
564,Road Town,VG,18.4167,-64.6167,87.89,94,40,16.11,scattered clouds
565,Luxor,EG,25.6989,32.6421,95.59,17,5,11.39,clear sky
566,Helong,CN,42.5397,128.9972,70.34,97,66,3.42,broken clouds
567,Bluffton,US,32.2371,-80.8604,90.01,71,0,0.0,clear sky
568,Bonavista,CA,48.6499,-53.1147,72.18,74,67,19.77,broken clouds
569,Merritt Island,US,28.5392,-80.672,93.97,64,20,11.5,few clouds
570,Baruun-Urt,MN,46.6806,113.2792,50.88,56,0,1.95,clear sky
571,Kibre Mengist,ET,5.8833,38.9833,63.39,64,100,3.83,overcast clouds
572,Adil-Yangiyurt,RU,43.5633,46.5846,72.09,67,98,6.85,overcast clouds
573,Tuensang,IN,26.2833,94.8333,71.01,98,31,3.8,scattered clouds
574,Hokitika,NZ,-42.7167,170.9667,41.11,76,100,13.0,overcast clouds
575,Naron,ES,43.5167,-8.1528,77.85,68,27,14.88,scattered clouds
576,Zhongshan,CN,21.3226,110.5829,81.48,86,93,13.4,overcast clouds
577,Bossangoa,CF,6.4926,17.4552,67.8,97,100,3.47,overcast clouds
578,Saint-Prosper,CA,46.2117,-70.4811,83.71,81,42,10.11,scattered clouds
579,Jibuti,DJ,11.5,42.5,85.82,48,100,5.84,overcast clouds
580,Marechal Candido Rondon,BR,-24.5561,-54.0567,65.7,93,100,4.94,overcast clouds
581,Gol,NO,60.7014,8.9457,57.56,92,82,2.8,broken clouds
582,Lavrentiya,RU,65.5833,-171.0,41.43,94,100,6.4,light rain
583,Toamasina,MG,-18.1667,49.3833,66.9,84,12,3.47,few clouds
584,At-Bashi,KG,41.1702,75.8106,61.21,61,97,1.19,overcast clouds
585,Iskateley,RU,67.6803,53.1512,59.54,89,75,9.08,broken clouds
586,Ahipara,NZ,-35.1667,173.1667,53.44,91,17,5.77,few clouds
587,Waingapu,ID,-9.6567,120.2641,72.79,86,10,5.06,clear sky
588,Karaton,ID,-6.3424,106.1045,72.5,93,3,2.08,clear sky
589,Lazo,RU,43.3817,133.9014,71.98,100,100,2.48,overcast clouds
590,Amos,CA,48.5669,-78.1162,66.79,45,86,7.9,overcast clouds
591,Santa Cruz,BO,-17.8,-63.1667,69.85,94,100,8.05,overcast clouds
592,Hualmay,PE,-11.0964,-77.6139,65.8,73,74,11.9,broken clouds
593,Nuuk,GL,64.1835,-51.7216,43.88,87,75,5.01,broken clouds
594,Mayumba,GA,-3.432,10.6554,67.96,87,50,5.01,scattered clouds
595,North Auburn,US,38.9313,-121.0819,94.41,38,0,6.91,clear sky
596,Mattawa,US,46.7379,-119.9028,95.02,15,0,5.32,clear sky
597,Hanyang,CN,32.1371,105.5126,75.6,89,100,1.34,overcast clouds
598,Jiaonan,CN,35.8786,119.9753,83.16,86,100,6.06,overcast clouds
599,Bonfim,BR,3.0833,-59.95,90.72,49,57,3.11,broken clouds
600,Aksarka,RU,66.5606,67.7975,69.08,66,0,7.18,clear sky
601,Aranos,NA,-24.1333,19.1167,67.33,21,28,14.45,scattered clouds
602,Njinikom,CM,6.2333,10.2833,64.13,97,100,1.21,moderate rain
603,Ortona,IT,42.3496,14.4039,79.86,71,100,14.43,overcast clouds
604,Grootfontein,NA,-19.5667,18.1167,65.77,27,25,4.61,scattered clouds
605,Lorengau,PG,-2.0226,147.2712,80.49,79,100,7.09,overcast clouds
606,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,81,34,8.21,moderate rain
607,Taree,AU,-31.9,152.4667,51.12,86,17,7.94,few clouds
608,Dalby,AU,-27.1833,151.2667,42.91,81,0,8.48,clear sky
609,El Alto,PE,-4.2714,-81.2147,71.26,66,8,16.96,clear sky
610,Andenes,NO,69.3143,16.1194,51.93,82,40,13.8,scattered clouds
611,Sinnar,SD,13.5691,33.5672,76.12,77,99,7.43,overcast clouds
612,Gramsh,AL,40.8697,20.1844,80.11,46,51,7.07,broken clouds
613,Pindi Gheb,PK,33.2402,72.2661,91.09,56,6,11.01,clear sky
614,Micomeseng,GQ,2.1462,10.6164,68.25,99,84,3.49,broken clouds
615,Derzhavinsk,KZ,51.1,66.3167,65.17,72,3,7.67,clear sky
616,Maksatikha,RU,57.797,35.8825,55.78,96,100,0.87,overcast clouds
617,Kamina,CD,-8.7386,24.9906,68.83,27,5,4.63,clear sky
618,Jutai,BR,-5.1833,-68.9,92.46,45,93,2.21,overcast clouds
619,Hamilton,US,39.1834,-84.5333,92.64,63,40,10.36,scattered clouds
620,Tucuma,BR,-0.1833,-50.05,84.51,65,31,11.01,scattered clouds
621,Storforshei,NO,66.4043,14.5233,50.67,93,75,3.44,broken clouds
622,Kirkland Lake,CA,48.1446,-80.0377,62.89,63,44,7.07,scattered clouds
623,Kloulklubed,PW,7.0419,134.2556,81.88,78,100,11.45,overcast clouds
624,Omsukchan,RU,62.5333,155.8,59.04,83,100,2.04,overcast clouds
625,Qostanay,KZ,53.1667,63.5833,68.29,73,0,8.95,clear sky
626,Porto Walter,BR,-8.2686,-72.7439,89.96,48,67,2.82,light rain
627,Olinda,BR,-8.0089,-34.8553,78.53,69,75,12.66,broken clouds
628,Millinocket,US,45.6573,-68.7098,91.51,52,0,6.91,clear sky
629,Minyar,RU,55.0709,57.5485,68.68,76,100,2.08,overcast clouds
630,Zhigansk,RU,66.7697,123.3711,51.57,94,100,18.03,light rain
631,Smidovich,RU,48.6,133.8167,66.74,98,100,8.37,overcast clouds
632,Belmonte,BR,-15.8631,-38.8828,77.0,65,43,7.87,scattered clouds
633,Ukiah,US,39.1502,-123.2078,87.64,44,0,5.75,clear sky
634,Sirjan,IR,29.452,55.6814,82.26,21,0,10.0,clear sky
635,Bilma,NE,18.6853,12.9164,100.42,21,49,8.25,scattered clouds
636,Pathein,MM,16.7833,94.7333,76.32,94,100,9.84,overcast clouds
637,Warwick,US,41.7001,-71.4162,96.76,62,40,20.71,scattered clouds
638,Culasi,PH,11.4272,122.056,74.21,81,100,9.37,overcast clouds
639,Whitehaven,GB,54.549,-3.5841,61.66,84,84,1.01,broken clouds
640,Kitimat,CA,54.0524,-128.6534,71.98,53,66,3.0,broken clouds
641,Port-Cartier,CA,50.0334,-66.8654,71.82,50,100,17.27,overcast clouds
642,Dno,RU,57.8277,29.9637,56.5,72,10,1.7,clear sky
643,Bontang,ID,0.1333,117.5,75.24,83,100,6.64,overcast clouds
644,Bohuslav,UA,49.5494,30.8744,68.36,86,87,12.12,overcast clouds
645,Pemba,MZ,-12.974,40.5178,75.9,78,40,10.36,scattered clouds
646,Nago,JP,26.5881,127.9761,79.23,80,5,6.33,clear sky
647,Bambanglipuro,ID,-7.95,110.2833,74.91,84,94,4.21,overcast clouds
648,Broome,US,42.2506,-75.833,88.2,63,40,3.44,scattered clouds
649,Cradock,ZA,-32.1642,25.6192,59.68,24,0,5.66,clear sky
650,Pontecorvo,IT,41.4616,13.6667,80.98,73,100,5.88,light rain
651,Kuah,MY,6.3265,99.8432,78.78,94,20,0.0,few clouds
652,North Platte,US,41.1239,-100.7654,73.29,78,100,13.8,overcast clouds
653,Megion,RU,61.0296,76.1136,55.42,70,94,4.61,overcast clouds
654,Tahta,EG,26.7693,31.5021,93.36,20,1,9.93,clear sky
655,Rabaul,PG,-4.1967,152.1721,78.19,79,97,6.67,overcast clouds
656,Ishurdi,BD,24.1333,89.0833,80.85,87,82,6.38,light rain
657,Udachnyy,RU,66.4167,112.4,45.91,97,100,5.82,light rain
658,Botshabelo,ZA,-29.2702,26.7052,63.77,30,98,14.41,overcast clouds
659,Sagua La Grande,CU,22.8067,-80.0756,83.39,56,26,14.0,scattered clouds
660,Guayaramerin,BO,-10.8368,-65.3614,91.45,46,40,6.91,scattered clouds
661,Deoli,IN,25.75,75.3833,82.29,76,100,7.78,light rain
662,Champawat,IN,29.3333,80.1,63.28,91,99,3.69,overcast clouds
663,Kharp,RU,66.8014,65.8081,66.99,72,0,4.38,clear sky
664,Movileni,RO,44.3667,24.65,79.65,41,58,9.44,broken clouds
665,Marrakesh,MA,31.6315,-8.0083,93.27,24,0,9.22,clear sky
666,Bestobe,KZ,52.4994,73.0975,63.93,78,99,5.53,overcast clouds
667,Bajah,YE,13.8141,44.6301,79.16,65,98,4.0,moderate rain
668,Chapais,CA,49.7834,-74.8492,58.78,41,60,9.31,broken clouds
669,Polovinnoye,RU,54.7914,65.9864,64.13,73,100,6.08,overcast clouds
670,Algiers,DZ,36.7525,3.042,80.42,65,0,8.05,clear sky
671,Ishigaki,JP,24.3448,124.1572,84.33,84,40,4.61,scattered clouds
672,Kita,ML,13.0349,-9.4895,81.63,73,96,2.06,overcast clouds
673,Mbini,GQ,1.574,9.6134,76.24,81,31,9.73,scattered clouds
674,Puerto Leguizamo,CO,-0.1934,-74.7819,86.52,60,45,1.41,scattered clouds
675,Ornskoldsvik,SE,63.2909,18.7153,58.15,58,40,8.05,scattered clouds
676,Stettler,CA,52.3168,-112.7186,78.55,47,0,10.36,clear sky
677,Vila Do Maio,CV,15.1333,-23.2167,84.99,79,81,1.61,broken clouds
678,Kijang,KR,35.2442,129.2139,83.93,87,100,11.72,overcast clouds
679,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,52.39,100,100,0.0,overcast clouds
680,Kamenica,DE,50.8333,12.9167,69.96,49,73,6.64,broken clouds
681,El Tigre,VE,8.8875,-64.2454,86.99,52,100,4.14,overcast clouds
682,Camacha,PT,33.0833,-16.3333,69.22,73,40,14.97,scattered clouds
683,Panlaitan,PH,12.1191,119.8486,78.49,88,100,16.84,overcast clouds
684,Kahului,US,20.8947,-156.47,84.22,61,20,11.99,few clouds
685,Yuncheng,CN,35.0231,110.9928,87.69,60,100,3.87,overcast clouds
686,Cartagena,CO,10.3997,-75.5144,85.62,74,40,8.05,scattered clouds
687,Kandrian,PG,-6.2167,149.55,76.44,89,32,7.99,scattered clouds
688,Nyrob,RU,60.733,56.7202,69.62,66,84,1.92,broken clouds
689,Kamaishi,JP,39.2667,141.8833,73.24,95,99,6.58,overcast clouds
690,Collierville,US,35.042,-89.6645,93.63,57,75,11.5,broken clouds
691,Southbridge,US,42.0751,-72.0334,95.31,59,100,5.99,overcast clouds
692,Hurghada,EG,27.2574,33.8129,90.46,34,6,13.78,clear sky
693,Vanimo,PG,-2.6741,141.3028,76.69,90,88,4.16,overcast clouds
694,Brownsville,US,25.9018,-97.4975,95.02,53,75,16.11,broken clouds
695,Garissa,KE,-0.4536,39.6401,74.91,53,3,21.0,clear sky
696,Noumea,NC,-22.2763,166.4572,75.0,99,8,5.23,clear sky
